"Statistic Label","Quarter","Sex","UNIT","VALUE"
"Births Outside Marriage Registered","1982Q2","Both sexes","Number","1131"
"Births Outside Marriage Registered","1982Q2","Male","Number",""
"Births Outside Marriage Registered","1982Q2","Female","Number",""
"Births Outside Marriage Registered","1982Q3","Both sexes","Number","1160"
"Births Outside Marriage Registered","1982Q3","Male","Number",""
"Births Outside Marriage Registered","1982Q3","Female","Number",""
"Births Outside Marriage Registered","1982Q4","Both sexes","Number","1062"
"Births Outside Marriage Registered","1982Q4","Male","Number",""
"Births Outside Marriage Registered","1982Q4","Female","Number",""
"Births Outside Marriage Registered","1983Q1","Both sexes","Number","1092"
"Births Outside Marriage Registered","1983Q1","Male","Number",""
"Births Outside Marriage Registered","1983Q1","Female","Number",""
"Births Outside Marriage Registered","1983Q2","Both sexes","Number","1193"
"Births Outside Marriage Registered","1983Q2","Male","Number",""
"Births Outside Marriage Registered","1983Q2","Female","Number",""
"Births Outside Marriage Registered","1983Q3","Both sexes","Number","1114"
"Births Outside Marriage Registered","1983Q3","Male","Number",""
"Births Outside Marriage Registered","1983Q3","Female","Number",""
"Births Outside Marriage Registered","1983Q4","Both sexes","Number","1118"
"Births Outside Marriage Registered","1983Q4","Male","Number",""
"Births Outside Marriage Registered","1983Q4","Female","Number",""
"Births Outside Marriage Registered","1984Q1","Both sexes","Number","1261"
"Births Outside Marriage Registered","1984Q1","Male","Number",""
"Births Outside Marriage Registered","1984Q1","Female","Number",""
"Births Outside Marriage Registered","1984Q2","Both sexes","Number","1253"
"Births Outside Marriage Registered","1984Q2","Male","Number",""
"Births Outside Marriage Registered","1984Q2","Female","Number",""
"Births Outside Marriage Registered","1984Q3","Both sexes","Number","1273"
"Births Outside Marriage Registered","1984Q3","Male","Number",""
"Births Outside Marriage Registered","1984Q3","Female","Number",""
"Births Outside Marriage Registered","1984Q4","Both sexes","Number","1243"
"Births Outside Marriage Registered","1984Q4","Male","Number",""
"Births Outside Marriage Registered","1984Q4","Female","Number",""
"Births Outside Marriage Registered","1985Q1","Both sexes","Number","1316"
"Births Outside Marriage Registered","1985Q1","Male","Number",""
"Births Outside Marriage Registered","1985Q1","Female","Number",""
"Births Outside Marriage Registered","1985Q2","Both sexes","Number","1341"
"Births Outside Marriage Registered","1985Q2","Male","Number",""
"Births Outside Marriage Registered","1985Q2","Female","Number",""
"Births Outside Marriage Registered","1985Q3","Both sexes","Number","1295"
"Births Outside Marriage Registered","1985Q3","Male","Number",""
"Births Outside Marriage Registered","1985Q3","Female","Number",""
"Births Outside Marriage Registered","1985Q4","Both sexes","Number","1316"
"Births Outside Marriage Registered","1985Q4","Male","Number",""
"Births Outside Marriage Registered","1985Q4","Female","Number",""
"Births Outside Marriage Registered","1986Q1","Both sexes","Number","1389"
"Births Outside Marriage Registered","1986Q1","Male","Number",""
"Births Outside Marriage Registered","1986Q1","Female","Number",""
"Births Outside Marriage Registered","1986Q2","Both sexes","Number","1533"
"Births Outside Marriage Registered","1986Q2","Male","Number",""
"Births Outside Marriage Registered","1986Q2","Female","Number",""
"Births Outside Marriage Registered","1986Q3","Both sexes","Number","1544"
"Births Outside Marriage Registered","1986Q3","Male","Number",""
"Births Outside Marriage Registered","1986Q3","Female","Number",""
"Births Outside Marriage Registered","1986Q4","Both sexes","Number","1411"
"Births Outside Marriage Registered","1986Q4","Male","Number",""
"Births Outside Marriage Registered","1986Q4","Female","Number",""
"Births Outside Marriage Registered","1987Q1","Both sexes","Number","1586"
"Births Outside Marriage Registered","1987Q1","Male","Number",""
"Births Outside Marriage Registered","1987Q1","Female","Number",""
"Births Outside Marriage Registered","1987Q2","Both sexes","Number","1573"
"Births Outside Marriage Registered","1987Q2","Male","Number",""
"Births Outside Marriage Registered","1987Q2","Female","Number",""
"Births Outside Marriage Registered","1987Q3","Both sexes","Number","1744"
"Births Outside Marriage Registered","1987Q3","Male","Number",""
"Births Outside Marriage Registered","1987Q3","Female","Number",""
"Births Outside Marriage Registered","1987Q4","Both sexes","Number","1478"
"Births Outside Marriage Registered","1987Q4","Male","Number",""
"Births Outside Marriage Registered","1987Q4","Female","Number",""
"Births Outside Marriage Registered","1988Q1","Both sexes","Number","1637"
"Births Outside Marriage Registered","1988Q1","Male","Number",""
"Births Outside Marriage Registered","1988Q1","Female","Number",""
"Births Outside Marriage Registered","1988Q2","Both sexes","Number","1644"
"Births Outside Marriage Registered","1988Q2","Male","Number",""
"Births Outside Marriage Registered","1988Q2","Female","Number",""
"Births Outside Marriage Registered","1988Q3","Both sexes","Number","1609"
"Births Outside Marriage Registered","1988Q3","Male","Number",""
"Births Outside Marriage Registered","1988Q3","Female","Number",""
"Births Outside Marriage Registered","1988Q4","Both sexes","Number","1446"
"Births Outside Marriage Registered","1988Q4","Male","Number",""
"Births Outside Marriage Registered","1988Q4","Female","Number",""
"Births Outside Marriage Registered","1989Q1","Both sexes","Number","1640"
"Births Outside Marriage Registered","1989Q1","Male","Number",""
"Births Outside Marriage Registered","1989Q1","Female","Number",""
"Births Outside Marriage Registered","1989Q2","Both sexes","Number","1709"
"Births Outside Marriage Registered","1989Q2","Male","Number",""
"Births Outside Marriage Registered","1989Q2","Female","Number",""
"Births Outside Marriage Registered","1989Q3","Both sexes","Number","1625"
"Births Outside Marriage Registered","1989Q3","Male","Number",""
"Births Outside Marriage Registered","1989Q3","Female","Number",""
"Births Outside Marriage Registered","1989Q4","Both sexes","Number","1548"
"Births Outside Marriage Registered","1989Q4","Male","Number",""
"Births Outside Marriage Registered","1989Q4","Female","Number",""
"Births Outside Marriage Registered","1990Q1","Both sexes","Number","1863"
"Births Outside Marriage Registered","1990Q1","Male","Number",""
"Births Outside Marriage Registered","1990Q1","Female","Number",""
"Births Outside Marriage Registered","1990Q2","Both sexes","Number","1883"
"Births Outside Marriage Registered","1990Q2","Male","Number",""
"Births Outside Marriage Registered","1990Q2","Female","Number",""
"Births Outside Marriage Registered","1990Q3","Both sexes","Number","2027"
"Births Outside Marriage Registered","1990Q3","Male","Number",""
"Births Outside Marriage Registered","1990Q3","Female","Number",""
"Births Outside Marriage Registered","1990Q4","Both sexes","Number","1887"
"Births Outside Marriage Registered","1990Q4","Male","Number",""
"Births Outside Marriage Registered","1990Q4","Female","Number",""
"Births Outside Marriage Registered","1991Q1","Both sexes","Number","2172"
"Births Outside Marriage Registered","1991Q1","Male","Number",""
"Births Outside Marriage Registered","1991Q1","Female","Number",""
"Births Outside Marriage Registered","1991Q2","Both sexes","Number","2225"
"Births Outside Marriage Registered","1991Q2","Male","Number",""
"Births Outside Marriage Registered","1991Q2","Female","Number",""
"Births Outside Marriage Registered","1991Q3","Both sexes","Number","2247"
"Births Outside Marriage Registered","1991Q3","Male","Number",""
"Births Outside Marriage Registered","1991Q3","Female","Number",""
"Births Outside Marriage Registered","1991Q4","Both sexes","Number","2122"
"Births Outside Marriage Registered","1991Q4","Male","Number",""
"Births Outside Marriage Registered","1991Q4","Female","Number",""
"Births Outside Marriage Registered","1992Q1","Both sexes","Number","2554"
"Births Outside Marriage Registered","1992Q1","Male","Number",""
"Births Outside Marriage Registered","1992Q1","Female","Number",""
"Births Outside Marriage Registered","1992Q2","Both sexes","Number","2308"
"Births Outside Marriage Registered","1992Q2","Male","Number",""
"Births Outside Marriage Registered","1992Q2","Female","Number",""
"Births Outside Marriage Registered","1992Q3","Both sexes","Number","2345"
"Births Outside Marriage Registered","1992Q3","Male","Number",""
"Births Outside Marriage Registered","1992Q3","Female","Number",""
"Births Outside Marriage Registered","1992Q4","Both sexes","Number","2096"
"Births Outside Marriage Registered","1992Q4","Male","Number",""
"Births Outside Marriage Registered","1992Q4","Female","Number",""
"Births Outside Marriage Registered","1993Q1","Both sexes","Number","2464"
"Births Outside Marriage Registered","1993Q1","Male","Number",""
"Births Outside Marriage Registered","1993Q1","Female","Number",""
"Births Outside Marriage Registered","1993Q2","Both sexes","Number","2449"
"Births Outside Marriage Registered","1993Q2","Male","Number",""
"Births Outside Marriage Registered","1993Q2","Female","Number",""
"Births Outside Marriage Registered","1993Q3","Both sexes","Number","2511"
"Births Outside Marriage Registered","1993Q3","Male","Number",""
"Births Outside Marriage Registered","1993Q3","Female","Number",""
"Births Outside Marriage Registered","1993Q4","Both sexes","Number","2403"
"Births Outside Marriage Registered","1993Q4","Male","Number",""
"Births Outside Marriage Registered","1993Q4","Female","Number",""
"Births Outside Marriage Registered","1994Q1","Both sexes","Number","2529"
"Births Outside Marriage Registered","1994Q1","Male","Number",""
"Births Outside Marriage Registered","1994Q1","Female","Number",""
"Births Outside Marriage Registered","1994Q2","Both sexes","Number","2378"
"Births Outside Marriage Registered","1994Q2","Male","Number",""
"Births Outside Marriage Registered","1994Q2","Female","Number",""
"Births Outside Marriage Registered","1994Q3","Both sexes","Number","2528"
"Births Outside Marriage Registered","1994Q3","Male","Number",""
"Births Outside Marriage Registered","1994Q3","Female","Number",""
"Births Outside Marriage Registered","1994Q4","Both sexes","Number","2469"
"Births Outside Marriage Registered","1994Q4","Male","Number",""
"Births Outside Marriage Registered","1994Q4","Female","Number",""
"Births Outside Marriage Registered","1995Q1","Both sexes","Number","2851"
"Births Outside Marriage Registered","1995Q1","Male","Number",""
"Births Outside Marriage Registered","1995Q1","Female","Number",""
"Births Outside Marriage Registered","1995Q2","Both sexes","Number","2644"
"Births Outside Marriage Registered","1995Q2","Male","Number",""
"Births Outside Marriage Registered","1995Q2","Female","Number",""
"Births Outside Marriage Registered","1995Q3","Both sexes","Number","2804"
"Births Outside Marriage Registered","1995Q3","Male","Number",""
"Births Outside Marriage Registered","1995Q3","Female","Number",""
"Births Outside Marriage Registered","1995Q4","Both sexes","Number","2489"
"Births Outside Marriage Registered","1995Q4","Male","Number",""
"Births Outside Marriage Registered","1995Q4","Female","Number",""
"Births Outside Marriage Registered","1996Q1","Both sexes","Number","3139"
"Births Outside Marriage Registered","1996Q1","Male","Number",""
